,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,INTERCONNECTORID,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,MWLOSSES,INTERCONNECTORID.1,SETTLEMENTDATE.1,METEREDMWFLOW.1,MWFLOW.1,MWLOSSES.1,SETTLEMENTDATE.2,METEREDMWFLOW.2,New_Energy_T_V,New_Emissions_T_V,New_Energy_V_N,New_Emissions_V_N,New_Energy_V_S,New_Emissions_V_S,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
0,2022-01-01 00:00:00,2022-01-01 01:00:00,VIC1,5754.34,4630.238,5395.087,VIC1-NSW1,2022-01-01 00:00:00,701.7433333333333,705.9516666666667,24.1225,T-V-MNSP1,2022-01-01 00:00:00,447.60833333333335,454.0,19.64,2022-01-01 00:00:00,531.9833333333333,701.7433333333333,0.0,-701.7433333333333,-602.2588047693516,-531.9833333333333,-456.56528715230485,0.7343898367945566,4863.103666666668,3571.413908078344,0.0
1,2022-01-01 01:00:00,2022-01-01 02:00:00,VIC1,5688.89,4801.86,5312.829,VIC1-NSW1,2022-01-01 01:00:00,781.5616666666666,794.1508333333333,38.6925,T-V-MNSP1,2022-01-01 01:00:00,447.4333333333333,449.65333333333336,19.25333333333333,2022-01-01 01:00:00,402.6716666666667,781.5616666666666,0.0,-781.5616666666666,-706.3938449176512,-402.6716666666667,-363.944137727753,0.7599597658556894,4910.157333333333,3731.5220173545954,0.0
2,2022-01-01 02:00:00,2022-01-01 03:00:00,VIC1,5678.39,4684.102,5310.941,VIC1-NSW1,2022-01-01 02:00:00,826.9608333333334,813.2183333333332,45.405,T-V-MNSP1,2022-01-01 02:00:00,413.2083333333333,408.9258333333333,15.848333333333334,2022-01-01 02:00:00,596.9383333333334,826.9608333333334,0.0,-826.9608333333334,-729.3564159982824,-596.9383333333334,-526.4829793897793,0.7272508835969981,4714.002666666666,3428.262604611938,0.0
3,2022-01-01 03:00:00,2022-01-01 04:00:00,VIC1,5735.512,4623.298,5372.91,VIC1-NSW1,2022-01-01 03:00:00,873.5758333333333,868.5558333333333,55.928333333333335,T-V-MNSP1,2022-01-01 03:00:00,330.2916666666667,332.00083333333333,10.504166666666666,2022-01-01 03:00:00,766.3241666666667,873.5758333333333,0.0,-873.5758333333333,-751.6972000458472,-766.3241666666667,-659.4089584790489,0.6973042417296621,4606.5858333333335,3212.1918414751035,0.0
4,2022-01-01 04:00:00,2022-01-01 05:00:00,VIC1,5711.628,4529.587,5356.111,VIC1-NSW1,2022-01-01 04:00:00,839.3216666666667,843.4625,53.5225,T-V-MNSP1,2022-01-01 04:00:00,249.49166666666667,251.8733333333333,6.03,2022-01-01 04:00:00,790.6033333333332,839.3216666666667,0.0,-839.3216666666667,-709.8024126370173,-790.6033333333332,-668.6020100821909,0.6902151540096985,4565.507666666666,3151.1825772807924,0.0
5,2022-01-01 05:00:00,2022-01-01 06:00:00,VIC1,5617.138,4454.245,5267.581,VIC1-NSW1,2022-01-01 05:00:00,809.2783333333333,803.735,49.27166666666667,T-V-MNSP1,2022-01-01 05:00:00,176.9,169.43833333333333,2.5416666666666665,2022-01-01 05:00:00,780.3225,809.2783333333333,0.0,-809.2783333333333,-684.3224565238452,-780.3225,-659.8375220072553,0.6930924575593091,4487.2585,3110.0850214688994,8.2025
6,2022-01-01 06:00:00,2022-01-01 07:00:00,VIC1,5243.931,4163.201,4919.506,VIC1-NSW1,2022-01-01 06:00:00,473.455,476.2616666666667,19.5475,T-V-MNSP1,2022-01-01 06:00:00,1.4166666666666714,-31.5425,4.5025,2022-01-01 06:00:00,738.7891666666667,473.455,0.0,-473.455,-400.66793890585757,-738.7891666666667,-625.2107015330062,0.750426896781649,4180.716833333334,3137.322359561136,166.5195
7,2022-01-01 07:00:00,2022-01-01 08:00:00,VIC1,4975.517,4223.306,4650.314,VIC1-NSW1,2022-01-01 07:00:00,-9.1375,17.978333333333335,0.4233333333333333,T-V-MNSP1,2022-01-01 07:00:00,-401.05,-391.4675,17.48,2022-01-01 07:00:00,539.7866666666666,-401.05,-364.22419460277297,9.1375,5.519175792553396,-539.7866666666666,-490.22157816726633,0.9074291246232001,3718.614833333333,3374.3794030225135,592.2625
8,2022-01-01 08:00:00,2022-01-01 09:00:00,VIC1,5140.974,4276.981,4810.904,VIC1-NSW1,2022-01-01 08:00:00,2.410833333333334,0.0675000000000001,0.87,T-V-MNSP1,2022-01-01 08:00:00,-396.8333333333333,-398.6566666666667,18.09083333333333,2022-01-01 08:00:00,453.5033333333333,-396.8333333333333,-352.79203801059697,-2.410833333333334,-2.1432746030337197,-453.5033333333333,-403.17269687845214,0.8890181554235959,3958.156500000001,3518.872990507917,1113.83
9,2022-01-01 09:00:00,2022-01-01 10:00:00,VIC1,5293.529,4461.729,4949.186,VIC1-NSW1,2022-01-01 09:00:00,-122.87,-106.42333333333332,1.6575,T-V-MNSP1,2022-01-01 09:00:00,-391.23333333333335,-389.1575,17.355,2022-01-01 09:00:00,447.0183333333333,-391.23333333333335,-352.6998397514259,122.87,73.30006542250216,-447.0183333333333,-402.9904435527378,0.8926578756517104,4233.804333333333,3779.3387821183387,1514.7325
10,2022-01-01 10:00:00,2022-01-01 11:00:00,VIC1,5606.357,4797.508,5235.906,VIC1-NSW1,2022-01-01 10:00:00,-175.08833333333334,-151.885,4.94,T-V-MNSP1,2022-01-01 10:00:00,-396.575,-390.7766666666666,17.4925,2022-01-01 10:00:00,408.4425,-396.575,-363.37010922274004,175.08833333333334,102.69321039808493,-408.4425,-374.2439534418685,0.9037360148251166,4605.976833333333,4162.587147733477,1833.885
11,2022-01-01 11:00:00,2022-01-01 12:00:00,VIC1,5884.393,5113.245,5487.67,VIC1-NSW1,2022-01-01 11:00:00,-20.615,14.34666666666667,0.4866666666666666,T-V-MNSP1,2022-01-01 11:00:00,-203.45,-187.7008333333333,5.0275,2022-01-01 11:00:00,306.7683333333333,-203.45,-189.56855919725493,20.615,12.302953146185063,-306.7683333333333,-285.83745862542753,0.9303881371443963,4998.066666666667,4650.141935323502,1952.7675
12,2022-01-01 12:00:00,2022-01-01 13:00:00,VIC1,5874.442,5042.429,5482.111,VIC1-NSW1,2022-01-01 12:00:00,-248.83916666666667,-235.57916666666665,12.639166666666666,T-V-MNSP1,2022-01-01 12:00:00,26.85833333333333,43.29166666666666,0.785,2022-01-01 12:00:00,393.3108333333333,-248.83916666666667,-0.0,248.83916666666667,150.1474881533797,-393.3108333333333,-361.7661065261478,0.9493024334637163,5088.800166666667,4830.810381627232,1986.054
13,2022-01-01 13:00:00,2022-01-01 14:00:00,VIC1,6124.118,5080.921,5727.415,VIC1-NSW1,2022-01-01 13:00:00,-25.349166666666672,-38.266666666666666,3.610833333333333,T-V-MNSP1,2022-01-01 13:00:00,290.7083333333333,312.52833333333336,9.3925,2022-01-01 13:00:00,383.11083333333335,-25.349166666666672,-0.0,25.349166666666672,15.69282610925738,-383.11083333333335,-339.86639320021925,0.8900592639501472,5344.304166666667,4756.747432909038,1781.5045
14,2022-01-01 14:00:00,2022-01-01 15:00:00,VIC1,6685.728,5212.475,6273.573,VIC1-NSW1,2022-01-01 14:00:00,313.35,314.84083333333336,0.5933333333333334,T-V-MNSP1,2022-01-01 14:00:00,414.325,405.6558333333333,15.6125,2022-01-01 14:00:00,485.12916666666666,313.35,0.0,-313.35,-260.35068712040174,-485.12916666666666,-403.07551263384255,0.7858845885399462,5788.443833333334,4549.048800245756,1545.8815
15,2022-01-01 15:00:00,2022-01-01 16:00:00,VIC1,6992.023,5313.078,6570.502,VIC1-NSW1,2022-01-01 15:00:00,84.91166666666666,63.56916666666667,-0.5183333333333333,T-V-MNSP1,2022-01-01 15:00:00,406.39166666666665,408.3183333333333,15.781666666666666,2022-01-01 15:00:00,627.3575000000001,84.91166666666666,0.0,-84.91166666666666,-68.6617716743713,-627.3575000000001,-507.29751416025755,0.7970727809437195,5943.1445,4737.118714165372,1287.9755
16,2022-01-01 16:00:00,2022-01-01 17:00:00,VIC1,7629.969,5332.067,7208.878,VIC1-NSW1,2022-01-01 16:00:00,134.4075,126.27833333333332,-3.1075,T-V-MNSP1,2022-01-01 16:00:00,397.8416666666667,387.8016666666667,14.145833333333334,2022-01-01 16:00:00,671.2658333333334,134.4075,0.0,-134.4075,-99.41488749046663,-671.2658333333334,-496.5036720199963,0.7244462228331233,6537.612166666666,4736.148440489537,893.2950000000001
17,2022-01-01 17:00:00,2022-01-01 18:00:00,VIC1,8012.946,5304.185,7589.286,VIC1-NSW1,2022-01-01 17:00:00,283.9533333333333,285.99666666666667,-3.230833333333333,T-V-MNSP1,2022-01-01 17:00:00,352.575,357.9358333333333,12.001666666666669,2022-01-01 17:00:00,687.2508333333334,283.9533333333333,0.0,-283.9533333333333,-198.45621990878544,-687.2508333333334,-480.32259706699244,0.6701510599891741,6902.035166666667,4625.406183024223,576.452
18,2022-01-01 18:00:00,2022-01-01 19:00:00,VIC1,8113.958,5450.38,7681.605,VIC1-NSW1,2022-01-01 18:00:00,883.1341666666667,849.805,33.7,T-V-MNSP1,2022-01-01 18:00:00,438.7833333333333,436.25,18.0725,2022-01-01 18:00:00,531.4499999999999,883.1341666666667,0.0,-883.1341666666667,-626.6160261191076,-531.4499999999999,-377.08323338677263,0.621899908532629,7150.155,4446.68074049412,247.1655
19,2022-01-01 19:00:00,2022-01-01 20:00:00,VIC1,7569.138,5660.649,7127.353,VIC1-NSW1,2022-01-01 19:00:00,1011.2216666666668,998.675,53.89666666666667,T-V-MNSP1,2022-01-01 19:00:00,442.0583333333333,439.0,18.31,2022-01-01 19:00:00,467.8475,1011.2216666666668,0.0,-1011.2216666666668,-803.1271800617986,-467.8475,-371.57139305819425,0.6736161456552604,6659.505499999999,4485.950426880007,56.760000000000005
20,2022-01-01 20:00:00,2022-01-01 21:00:00,VIC1,7509.744,5459.952,7080.883,VIC1-NSW1,2022-01-01 20:00:00,915.0641666666668,912.0741666666668,43.85416666666666,T-V-MNSP1,2022-01-01 20:00:00,439.775,438.9675,18.3075,2022-01-01 20:00:00,640.1183333333333,915.0641666666668,0.0,-915.0641666666668,-705.5908743189233,-640.1183333333333,-493.5846806563532,0.6615327007794297,6440.764666666666,4260.776445024723,0.3255
21,2022-01-01 21:00:00,2022-01-01 22:00:00,VIC1,6989.348,5076.473,6591.804,VIC1-NSW1,2022-01-01 21:00:00,745.515,747.4433333333333,27.8575,T-V-MNSP1,2022-01-01 21:00:00,426.5333333333333,426.7075,17.271666666666665,2022-01-01 21:00:00,659.0708333333333,745.515,0.0,-745.515,-574.135209207525,-659.0708333333333,-507.56292063662187,0.6733447734681004,5932.733166666667,3994.774870155853,0.0
22,2022-01-01 22:00:00,2022-01-01 23:00:00,VIC1,6691.931,5114.236,6293.777,VIC1-NSW1,2022-01-01 22:00:00,902.51,889.1841666666666,50.90083333333333,T-V-MNSP1,2022-01-01 22:00:00,438.125,434.82666666666665,17.954166666666666,2022-01-01 22:00:00,674.1041666666666,902.51,0.0,-902.51,-733.3671231694418,-674.1041666666666,-547.7677071997731,0.6820861789132241,5619.672833333333,3833.101169630785,0.0
23,2022-01-01 23:00:00,2022-01-02 00:00:00,VIC1,6446.622,5089.906,6050.751,VIC1-NSW1,2022-01-01 23:00:00,817.5025,758.5625,36.215,T-V-MNSP1,2022-01-01 23:00:00,424.4583333333333,420.6566666666667,16.764166666666664,2022-01-01 23:00:00,585.9416666666666,817.5025,0.0,-817.5025,-687.6850294723746,-585.9416666666666,-492.89551079141523,0.7153635600588584,5464.809333333334,3909.32545973621,0.0
