,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,INTERCONNECTORID,SETTLEMENTDATE.1,METEREDMWFLOW.1,MWFLOW.1,MWLOSSES,New_Energy_N_Q,New_Emissions_N_Q,New_Energy_V_N,New_Emissions_V_N,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
0,2022-01-01 00:00:00,2022-01-01 01:00:00,NSW1,5421.159,4221.973,5156.101,2022-01-01 00:00:00,-365.8225,-381.32,VIC1-NSW1,2022-01-01 00:00:00,701.7433333333333,705.9516666666667,24.1225,365.8225,312.9002566188724,701.7433333333333,602.2588047693516,0.8254188726610913,6223.666833333333,5137.1320613882235,0.0
1,2022-01-01 01:00:00,2022-01-01 02:00:00,NSW1,5492.392,4262.621,5225.415,2022-01-01 01:00:00,-152.23166666666663,-152.53750000000002,VIC1-NSW1,2022-01-01 01:00:00,781.5616666666666,794.1508333333333,38.6925,152.23166666666663,133.21378307908734,781.5616666666666,706.3938449176512,0.8283903306832029,6159.208333333333,5102.228627996738,0.0
2,2022-01-01 02:00:00,2022-01-01 03:00:00,NSW1,5206.006,4023.883,4955.433,2022-01-01 02:00:00,-59.27666666666667,-65.41166666666666,VIC1-NSW1,2022-01-01 02:00:00,826.9608333333334,813.2183333333332,45.405,59.27666666666667,52.783772765734405,826.9608333333334,729.3564159982824,0.8227138433713467,5841.6705,4806.023188764017,0.0
3,2022-01-01 03:00:00,2022-01-01 04:00:00,NSW1,5183.827,4057.898,4932.497,2022-01-01 03:00:00,68.96166666666667,70.9025,VIC1-NSW1,2022-01-01 03:00:00,873.5758333333333,868.5558333333333,55.928333333333335,-68.96166666666667,-56.73382249261041,873.5758333333333,751.6972000458472,0.82844156919391,5737.111166666667,4752.861377553237,0.0
4,2022-01-01 04:00:00,2022-01-01 05:00:00,NSW1,5175.243,4076.233,4923.704,2022-01-01 04:00:00,92.24,94.11333333333334,VIC1-NSW1,2022-01-01 04:00:00,839.3216666666667,843.4625,53.5225,-92.24,-76.36359373349819,839.3216666666667,709.8024126370173,0.83051486967447,5670.785666666667,4709.671818903519,0.0
5,2022-01-01 05:00:00,2022-01-01 06:00:00,NSW1,5201.669,3954.304,4956.371,2022-01-01 05:00:00,144.24666666666667,145.4325,VIC1-NSW1,2022-01-01 05:00:00,809.2783333333333,803.735,49.27166666666667,-144.24666666666667,-115.08322742318255,809.2783333333333,684.3224565238452,0.8047000895210725,5621.402666666667,4523.543229100663,33.412
6,2022-01-01 06:00:00,2022-01-01 07:00:00,NSW1,5650.023,3562.67,5425.761,2022-01-01 06:00:00,269.8175,280.84083333333336,VIC1-NSW1,2022-01-01 06:00:00,473.455,476.2616666666667,19.5475,-269.8175,-177.16790561268732,473.455,400.66793890585757,0.6725709741978952,5629.3985,3786.1700332931705,361.9095
7,2022-01-01 07:00:00,2022-01-01 08:00:00,NSW1,5860.363,3410.333,5646.118,2022-01-01 07:00:00,74.54833333333332,83.65749999999997,VIC1-NSW1,2022-01-01 07:00:00,-9.1375,17.978333333333335,0.4233333333333333,-74.54833333333332,-45.02821961242514,-9.1375,-5.519175792553396,0.6040137666269106,5562.432166666667,3359.7856045950216,902.795
8,2022-01-01 08:00:00,2022-01-01 09:00:00,NSW1,5863.661,3450.918,5647.919,2022-01-01 08:00:00,59.49666666666668,60.55333333333333,VIC1-NSW1,2022-01-01 08:00:00,2.410833333333334,0.0675000000000001,0.87,-59.49666666666668,-36.35287934193108,2.410833333333334,2.1432746030337197,0.6111268738319717,5590.833166666666,3416.708395261103,1541.6574999999998
9,2022-01-01 09:00:00,2022-01-01 10:00:00,NSW1,5943.44,3417.494,5728.61,2022-01-01 09:00:00,103.45,115.7425,VIC1-NSW1,2022-01-01 09:00:00,-122.87,-106.42333333333332,1.6575,-103.45,-61.71475354405345,-122.87,-73.30006542250216,0.5965660081590474,5502.29,3282.4791810334445,2066.468
10,2022-01-01 10:00:00,2022-01-01 11:00:00,NSW1,6019.841,3404.949,5805.319,2022-01-01 10:00:00,89.16000000000001,104.54583333333336,VIC1-NSW1,2022-01-01 10:00:00,-175.08833333333334,-151.885,4.94,-89.16000000000001,-52.29432746762065,-175.08833333333334,-102.69321039808493,0.5865222910231116,5541.070666666667,3249.9614621342944,2510.0575
