,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,New_Energy,New_Emissions,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
0,2022-01-01 00:00:00,2022-01-01 01:00:00,QLD1,5793.974,4620.428,5401.902,2022-01-01 00:00:00,-365.8225,-381.32,-365.8225,-312.9002566188724,0.8553335473320324,5036.0795,4307.527743381128,0.0
1,2022-01-01 01:00:00,2022-01-01 02:00:00,QLD1,5940.32,4841.515,5532.7,2022-01-01 01:00:00,-152.23166666666663,-152.53750000000002,-152.23166666666663,-133.21378307908734,0.8750727492905815,5380.468333333333,4708.301216920913,0.0
2,2022-01-01 02:00:00,2022-01-01 03:00:00,QLD1,5711.298,4735.285,5317.769,2022-01-01 02:00:00,-59.27666666666667,-65.41166666666666,-59.27666666666667,-52.783772765734405,0.8904645914480301,5258.492333333334,4682.501227234266,0.0
3,2022-01-01 03:00:00,2022-01-01 04:00:00,QLD1,5510.388,4652.236,5127.846,2022-01-01 03:00:00,68.96166666666667,70.9025,68.96166666666667,56.73382249261041,0.9061274006149693,5196.807666666667,4708.969822492611,0.0
4,2022-01-01 04:00:00,2022-01-01 05:00:00,QLD1,5444.025,4612.38,5065.788,2022-01-01 04:00:00,92.24,94.11333333333334,92.24,76.36359373349819,0.9090186392422646,5158.027999999999,4688.7435937334985,0.0
5,2022-01-01 05:00:00,2022-01-01 06:00:00,QLD1,5363.58,4558.508,4990.324,2022-01-01 05:00:00,144.24666666666667,145.4325,144.24666666666667,115.08322742318255,0.9102204509062197,5134.5706666666665,4673.591227423182,3.128
6,2022-01-01 06:00:00,2022-01-01 07:00:00,QLD1,5429.219,4253.27,5074.277,2022-01-01 06:00:00,269.8175,280.84083333333336,269.8175,177.16790561268732,0.8290343491517016,5344.0945,4430.437905612688,89.51350000000001
7,2022-01-01 07:00:00,2022-01-01 08:00:00,QLD1,5716.89,4026.288,5372.569,2022-01-01 07:00:00,74.54833333333332,83.65749999999997,74.54833333333332,45.02821961242514,0.7474258347067779,5447.117333333334,4071.3162196124254,402.31
8,2022-01-01 08:00:00,2022-01-01 09:00:00,QLD1,6099.348,4231.388,5737.949,2022-01-01 08:00:00,59.49666666666668,60.55333333333333,59.49666666666668,36.35287934193108,0.7361415914391374,5797.4456666666665,4267.740879341931,728.8305
9,2022-01-01 09:00:00,2022-01-01 10:00:00,QLD1,6177.914,4267.884,5818.24,2022-01-01 09:00:00,103.45,115.7425,103.45,61.71475354405345,0.7311424194012274,5921.69,4329.598753544054,980.8295
10,2022-01-01 10:00:00,2022-01-01 11:00:00,QLD1,6141.247,4163.336,5780.895,2022-01-01 10:00:00,89.16000000000001,104.54583333333336,89.16000000000001,52.29432746762065,0.7181585738920029,5870.055,4215.630327467621,1346.7275
11,2022-01-01 11:00:00,2022-01-01 12:00:00,QLD1,6293.024,4247.968,5922.418,2022-01-01 11:00:00,-44.29166666666666,-11.055,-44.29166666666666,-31.76904816017151,0.7172691964667135,5878.126333333333,4216.198951839829,1322.2415
12,2022-01-01 12:00:00,2022-01-01 13:00:00,QLD1,6509.945,4408.072,6135.396,2022-01-01 12:00:00,-472.2875,-422.3299999999999,-472.2875,-339.32240147172246,0.7184657681427573,5663.108499999999,4068.7495985282776,1446.0225
13,2022-01-01 13:00:00,2022-01-01 14:00:00,QLD1,6384.984,4434.938,6010.74,2022-01-01 13:00:00,-431.02833333333336,-421.4725,-431.02833333333336,-318.0280522159779,0.737835607595737,5579.711666666666,4116.909947784022,1642.7905
14,2022-01-01 14:00:00,2022-01-01 15:00:00,QLD1,6509.563,4643.002,6117.947,2022-01-01 14:00:00,-459.1025,-435.3733333333333,-459.1025,-348.4197927352101,0.7589150412711978,5658.8445,4294.582207264791,1385.8855
15,2022-01-01 15:00:00,2022-01-01 16:00:00,QLD1,6642.253,4731.538,6241.032,2022-01-01 15:00:00,-512.0341666666667,-463.44999999999993,-512.0341666666667,-388.1904654361116,0.7581339111864831,5728.997833333334,4343.347534563888,1283.2645
16,2022-01-01 16:00:00,2022-01-01 17:00:00,QLD1,6783.507,4712.154,6386.723,2022-01-01 16:00:00,-416.7325,-365.3766666666666,-416.7325,-307.4671810261695,0.7378046613263172,5969.9905,4404.686818973831,999.6135
17,2022-01-01 17:00:00,2022-01-01 18:00:00,QLD1,7016.172,4923.615,6603.17,2022-01-01 17:00:00,-233.5733333333333,-223.7075,-233.5733333333333,-174.1625866969955,0.7456441375884614,6369.596666666666,4749.4524133030045,584.075
18,2022-01-01 18:00:00,2022-01-01 19:00:00,QLD1,7248.777,5533.205,6789.373,2022-01-01 18:00:00,-152.91,-156.89749999999998,-152.91,-124.61863216971582,0.8149802640096515,6636.463,5408.586367830284,196.896
19,2022-01-01 19:00:00,2022-01-01 20:00:00,QLD1,7347.627,5643.98,6882.188,2022-01-01 19:00:00,-137.8733333333333,-142.58166666666668,-137.8733333333333,-113.0678696755547,0.8200851240913499,6744.314666666667,5530.912130324445,3.7505
20,2022-01-01 20:00:00,2022-01-01 21:00:00,QLD1,6988.713,5412.057,6544.93,2022-01-01 20:00:00,-29.636666666666667,-29.589166666666667,-29.636666666666667,-24.506805923058,0.8269083091797772,6515.293333333334,5387.550194076942,0.0
21,2022-01-01 21:00:00,2022-01-01 22:00:00,QLD1,6590.492,5193.225,6163.699,2022-01-01 21:00:00,64.67166666666667,43.865833333333335,64.67166666666667,54.75596922906966,0.8425929107455824,6228.370666666667,5247.98096922907,0.0
