,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,INTERCONNECTORID,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,MWLOSSES,New_Energy,New_Emissions,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
0,2022-01-01 00:00:00,2022-01-01 01:00:00,TAS1,1664.576,0.0,1647.931,T-V-MNSP1,2022-01-01 00:00:00,447.60833333333335,454.0,19.64,-447.60833333333335,-0.0,0.0,1200.3226666666667,0.0,0.0
1,2022-01-01 01:00:00,2022-01-01 02:00:00,TAS1,1800.331,0.0,1782.328,T-V-MNSP1,2022-01-01 01:00:00,447.4333333333333,449.65333333333336,19.25333333333333,-447.4333333333333,-0.0,0.0,1334.8946666666666,0.0,0.0
2,2022-01-01 02:00:00,2022-01-01 03:00:00,TAS1,1739.985,0.0,1722.586,T-V-MNSP1,2022-01-01 02:00:00,413.2083333333333,408.9258333333333,15.848333333333334,-413.2083333333333,-0.0,0.0,1309.3776666666668,0.0,0.0
3,2022-01-01 03:00:00,2022-01-01 04:00:00,TAS1,1647.752,0.0,1631.274,T-V-MNSP1,2022-01-01 03:00:00,330.2916666666667,332.00083333333333,10.504166666666666,-330.2916666666667,-0.0,0.0,1300.9823333333331,0.0,0.0
4,2022-01-01 04:00:00,2022-01-01 05:00:00,TAS1,1562.963,0.0,1547.333,T-V-MNSP1,2022-01-01 04:00:00,249.49166666666667,251.8733333333333,6.03,-249.49166666666667,-0.0,0.0,1297.8413333333333,0.0,0.0
5,2022-01-01 05:00:00,2022-01-01 06:00:00,TAS1,1472.49,0.0,1457.765,T-V-MNSP1,2022-01-01 05:00:00,176.9,169.43833333333333,2.5416666666666665,-176.9,-0.0,0.0,1280.865,0.0,1.894
6,2022-01-01 06:00:00,2022-01-01 07:00:00,TAS1,1223.925,0.0,1211.685,T-V-MNSP1,2022-01-01 06:00:00,1.4166666666666714,-31.5425,4.5025,-1.4166666666666714,-0.0,0.0,1210.2683333333332,0.0,17.4755
7,2022-01-01 07:00:00,2022-01-01 08:00:00,TAS1,877.591,0.0,868.815,T-V-MNSP1,2022-01-01 07:00:00,-401.05,-391.4675,17.48,401.05,364.22419460277297,0.2868211932786343,1269.865,364.22419460277297,43.1595
8,2022-01-01 08:00:00,2022-01-01 09:00:00,TAS1,833.74,0.0,825.403,T-V-MNSP1,2022-01-01 08:00:00,-396.8333333333333,-398.6566666666667,18.09083333333333,396.8333333333333,352.79203801059697,0.28864469856533226,1222.2363333333333,352.79203801059697,78.98599999999999
9,2022-01-01 09:00:00,2022-01-01 10:00:00,TAS1,831.727,0.0,823.409,T-V-MNSP1,2022-01-01 09:00:00,-391.23333333333335,-389.1575,17.355,391.23333333333335,352.6998397514259,0.2903734128741541,1214.6423333333332,352.6998397514259,112.679
10,2022-01-01 10:00:00,2022-01-01 11:00:00,TAS1,869.365,0.0,860.671,T-V-MNSP1,2022-01-01 10:00:00,-396.575,-390.7766666666666,17.4925,396.575,363.37010922274004,0.2890206922294762,1257.246,363.37010922274004,117.838
